sothutu,name,brand,pricenew,sale,priceold
214,Nước hoa Armani Code For Men EDT,Giorgio Armani,2612000,5%,2750000
215,Nước hoa Y EDP,Yves Saint Laurent,4406000,4%,4590000
216,Nước hoa Prada Luna Rossa EDT,Prada,2894000,5%,3047000
217,Nước Hoa Prada Luna Rossa Ocean EDT,Prada,2894000,5%,3047000
218,Nước hoa Giorgio Armani Acqua Di Gio EDP,Giorgio Armani,3751000,5%,3949000
219,Nước hoa Dolce&Gabbana Light Blue Summer Vibes Pour Homme EDT,Dolce & Gabbana,3408000,4%,3550000
220,Nước hoa Scandal Pour Homme Le Parfum EDP,Jean Paul Gaultier,3534000,5%,3720000
221,Nước hoa Versace Eros Parfum,Versace,3116000,8%,3388000
222,Nước hoa Calvin Klein Defy EDP,Calvin Klein,2769000,8%,3010000
223,Nước hoa Burberry Hero EDP,Burberry,4626000,5%,4870000
224,Nước hoa Burberry Hero EDP,Burberry,451000,5%,475000
225,Nước hoa Gucci Guilty Pour Homme Parfum,Gucci,4750000,5%,5000000
226,Nước hoa Paco Rabanne Fame EDP,Paco Rabanne,3847000,5%,4050000
227,Nước hoa Yves Saint Laurent Libre L'Absolu Platin EDP,Yves Saint Laurent,5299000,4%,5520000
228,Nước hoa Calvin Klein My Euphoria EDP,Calvin Klein,3275000,8%,3560000
229,Nước hoa Paco Rabanne Fame Intense EDP,Paco Rabanne,4560000,5%,4800000
230,Nước hoa Dolce & Gabbana The Only One EDP Intense,Dolce & Gabbana,5040000,4%,5250000
231,Nước hoa Dolce&Gabbana The One Gold EDP Intense,Dolce & Gabbana,4656000,4%,4850000
232,Nước hoa Dolce & Gabbana Q EDP Intense,Dolce & Gabbana,4896000,4%,5100000
233,Nước hoa L'Eau d'IsseySolar Violet EDTI,Issey Miyake,3078000,5%,3240000
234,Nước hoa L'Eau d'Issey pour Homme Solar Lavender EDTI,Issey Miyake,1957000,5%,2060000
235,Giftset YSL Black Opium EDP 4PCS,Yves Saint Laurent,3715000,4%,3870000
236,Giftset YSL Black Opium EDP 3PCS,Yves Saint Laurent,3897000,4%,4060000
237,Nước hoa Carolina Herrera Good Girl EDP,Carolina Herrera,1909000,5%,2010000
238,Giftset YSL Libre EDP 3PCS,Yves Saint Laurent,3715000,4%,3870000
239,Giftset YSL Libre EDP 3PCS,Yves Saint Laurent,4848000,4%,5050000
240,Issey Miyake Ladies A Drop D'issey Essentielle EDP,Issey Miyake,3116000,5%,3280000
241,Narciso Rodriguez Musc Nude For Her EDP,Narciso Rodriguez,3657000,5%,3850000
242,Nước hoa Chloé Signature Lumineuse Roses EDP,Chloe,4949000,8%,5380000
243,Nước hoa Burberry Her Petals Limited Edition,Burberry,4797000,5%,5050000
244,Giftset Lancôme Miracle EDP 3PCS,Lancôme,2016000,4%,2100000
245,Giftset Lancôme La Nuit Tresor 3PCS,Lancôme,2688000,4%,2800000
246,Nước hoa Valentino Donna Born In Roma Intense EDP,Valentino,4493000,5%,4730000
247,NƯỚC HOA LANCÔME LA VIE EST BELLE IRIS ABSOLU EDP,Lancôme,4704000,4%,4900000
248,Nước hoa LIBRE EDT,Yves Saint Laurent,4550000,4%,4740000
249,Nước hoa Black Opium EDP,Yves Saint Laurent,4848000,4%,5050000
250,Nước hoa Coach Love EDP,Coach,2668000,8%,2900000
251,Nước hoa JPG FEMME DIVINE 23 EDP,Jean Paul Gaultier,2118000,5%,2230000
252,Nước hoa Giorgio Armani My Way Parfum EDP,Giorgio Armani,3469000,5%,3652000
253,Nước hoa Giorgio Armani Sì Passione Eclat EDP,Giorgio Armani,3895000,5%,4100000
254,Nước hoa Giorgio Armani Sì Passione Intense EDP,Giorgio Armani,3410000,5%,3590000
255,Nước hoa Giorgio Armani Si EDP,Giorgio Armani,3895000,5%,4100000
256,Nước hoa Mon Paris Intensement EDP,Yves Saint Laurent,5030000,4%,5240000
257,NƯỚC HOA YSL LIBRE EDP - HOL 2023 OS,Yves Saint Laurent,3715000,4%,3870000
258,Nước hoa Valentino Valentina EDP,Valentino,3270000,5%,3443000
259,Nước hoa Valentino Donna Born In Roma Coral Fantasy EDP,Valentino,4131000,5%,4349000
260,Nước hoa Valentino Donna Born In Roma Yellow Dream EDP,Valentino,4131000,5%,4349000
261,Nước hoa Valentino Donna Born In Roma EDP,Valentino,4131000,5%,4349000
262,Nước hoa Valentino Donna EDP,Valentino,4132000,5%,4350000
263,Nước Hoa Nữ Diamond Femme 90ml (Trắng),Eau De Parfum,602000,45%,1098000
264,Nước Hoa Vùng Kín Foellie Hương Hoa Hồng Mạnh Mẽ 10ml,Inner Perfume #Eau De Bijou,288000,59%,700000
265,Nước Hoa Nữ Diamond Femme Pink 90ml (Hồng),Eau De Parfum,550000,50%,1098000
266,Nước Hoa Nam Diamond Homme 90ml (Đen),Eau De Parfum,550000,50%,1098000
267,Nước Hoa Nữ Diamond Femme Ruby Red 90ml (Đỏ),Eau De Parfum,602000,45%,1098000
268,Nước Hoa Nữ Gennie Little Gold Dress 100ml,Little Gold Dress,292000,33%,438000
269,Nước Hoa Vùng Kín Foellie Hương Trái Cây Ngọt Ngào 10ml,Inner Perfume #Eau De Fleur,358000,49%,700000
270,Nước Hoa Nữ Gennie Little Black Dress 100ml,Little Black Dress,292000,33%,438000
271,Xịt Thơm Toàn Thân Malissa Kiss Hương Crazy in Love 176ml,Perfume Body Mist,268000,21%,338000
272,Combo Gennie Nước Hoa + Sữa Tắm Little Red Dress 100ml + 100ml,,438000,42%,756000
273,Nước Hoa Nữ De Memoria EDP #05 Montpellier 60ml,Eau De Parfum,708000,36%,1100000
274,Nước Hoa Nữ De Memoria #02 Val De Loire Hương Tươi Mát 60ml,Eau De Parfum,708000,36%,1100000
275,Xịt Thơm Toàn Thân Bodymiss Hương Stop & Stare 70ml,,108000,32%,158000
276,Nước Hoa Nữ Gennie Little Red Dress 100ml,Little Red Dress,220000,50%,438000
277,Nước Hoa Nam Gota Iconic Eau de Parfum 100ml,Iconic Perfume For Men Eau de Parfum,296000,50%,592000
278,Combo Gennie Nước Hoa + Sữa Tắm Little Gold Dress 100ml + 100ml,,438000,42%,756000
279,Nước Hoa Nữ De Memoria EDP #04 Dresden 60ml,Eau De Parfum,708000,36%,1100000
280,Nước Hoa Vùng Kín Foellie Hương Hoa Hồng Trắng 10ml,Inner Perfume #Eau De Ciel,358000,49%,700000
281,Nước Hoa Nam Diamond Homme Dark Blue 90ml (Xanh),Eau De Parfum,602000,45%,1098000
282,Nước Hoa Nữ Gennie Little Rose Dress Bản Giới Hạn 100ml,Little Rose Dress For Her,350000,50%,698000
283,Nước Hoa Vùng Kín Foellie Hoa Đinh Hương Bản Giới Hạn 10ml,Inner Perfume #Eau De Tuileries,378000,46%,700000
284,Nước Hoa Nữ Versace Bright Crystal Absolu EDP 180ml,Bright Crystal Absolu Eau de Parfum Natural Spray,3578000,39%,5830000
285,Nước Hoa Nam Diamond Homme Brown 90ml (Nâu),Eau De Parfum,602000,40%,998000
286,Nước Hoa Nữ Carolina Herrera Good Girl EDP 60ml,Good Girl Eau De Parfum Natural Spray,3618000,10%,4020000
287,Xịt Thơm Toàn Thân Malissa Kiss Hương Sweet Poison 176ml,Perfume Mist,268000,21%,338000
288,Xịt Thơm Toàn Thân Malissa Kiss Hương Adore You 176ml,Perfume Mist,268000,21%,338000
289,Nước Hoa Nam Versace Pour Homme EDT 100ml,Pour Homme Eau De Toilette Spray,2886000,19%,3564000
290,Nước Hoa Nữ Laura Anne Allure For Her 100ml (Hồng),Eau de Parfum,368000,38%,598000
291,Nước Hoa Nữ Lancôme La Nuit Tresor EDP 150ml,La Nuit Tresor Eau De Parfum,5640000,9%,6200000
292,Nước Hoa Nam Paco Rabanne 1 Million Parfum EDP 200ml,1 Million Parfum EDP,6048000,10%,6720000
293,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Passion 176ml,Perfume Mist,268000,21%,338000
294,Nước Hoa Nữ Versace Bright Crystal EDT 100ml,Bright Crystal Eau de Toilette Spray,2380000,59%,5810000
295,Nước Hoa Vùng Kín Foellie Hương Hoa Nhài Bản Giới Hạn 10ml,Inner Perfume #Eau De Venus,328000,53%,700000
296,Nước Hoa Nữ De Memoria EDP #03 Granada 60ml,Eau De Parfum,708000,36%,1100000
297,Nước Hoa Nữ De Memoria EDP #06 Grasse 60ml,Eau De Parfum,708000,36%,1100000
298,Nước Hoa Nữ Verites After The Rain 100ml,After The Rain Inspired By My Burberry,382000,20%,478000
299,Nước Hoa Nam Versace Eros Flame EDP 200ml,Eros Flame Eau de Parfum Spray,4472000,19%,5522000
300,Xịt Thơm Toàn Thân Malissa Kiss Hương Lost In Paradise 176ml,Perfume Body Mist,268000,21%,338000
301,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Delight 176ml,Perfume Mist,268000,21%,338000
302,Xịt Thơm Toàn Thân Malissa Kiss Hương Fresh Escape 176ml,Perfume Mist,168000,50%,338000
303,Nước Hoa Nam Gota Urban Eau de Parfum 100ml,Urban Perfume For Men Eau de Parfum,416000,30%,592000
304,Xịt Thơm Toàn Thân Malissa Kiss Sweet Vanilla Cotton 176ml,Perfume Body Mist,268000,21%,338000
305,Nước Hoa Nữ De Memoria #01 Spello Hương Mê Hoặc 60ml,Eau De Parfum,706000,36%,1100000
306,Nước Hoa Vùng Kín Foellie Hương Gỗ Tươi Mát 10ml,Inner Perfume #Eau De Foret,358000,17%,430000
307,Nước Hoa Nam Nữ Verites Siren 100ml,Siren Inspired By Good Girl Velvet Fatale,382000,20%,478000
308,Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh 210ml,,218000,30%,312000
309,Bộ 3 Chai Nước Hoa Nam Nerman 4000 20ml/chai,"Hương Thơm Mạnh Mẽ Lôi Cuốn, Lưu Hương Tới 8H",952000,5%,998000
310,Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Love Bloom 100ml,Fragrance Mist Hair And Body #Love Bloom,196000,1%,198000
311,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Charm 176ml,Perfume Mist,268000,21%,338000
312,Nước Hoa Vùng Kín Foellie Hương Hoa Anh Đào 10ml,Inner Perfume #Eau De Cherry Blossom,358000,49%,700000
313,Nước Hoa Nữ Verites Joie De Vivre 100ml,Joie De Vivre Inspired by Miss Dior,382000,20%,478000
314,Nước Hoa Nam Laura Anne Mystic For Him 100ml (Đen),Eau de Parfum,368000,38%,598000
315,Nước Hoa Vùng Kín Nữ Loli And The Wolf Midnight Forest 16ml,Hương Hoa Ngọt Ngào Quyến Rũ Lãng Mạn,496000,17%,600000
316,Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh 70ml,,108000,32%,158000
317,Nước Hoa Nữ Verites Secretly Sexy 100ml,Secretly Sexy Inspired By Victoria's Secret Very Sexy,382000,20%,478000
318,Nước Hoa Nam Verites Savage Trail 100ml,Savage Trail Inspired by Dior Sauvage,382000,20%,478000
319,Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Magic Dream 100ml,Fragrance Mist Hair And Body #Magic Dream,196000,1%,198000
320,Xịt Thơm Toàn Thân Bodymiss Hương Stop & Stare 210ml,,218000,30%,312000
321,Nước Hoa Vùng Kín Foellie Hương Hoa Ngọc Lan Tây 10ml,Inner Perfume #Eau De Bebe,358000,49%,700000
322,Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love 70ml,,108000,32%,158000
323,Xịt Thơm Toàn Thân Bodymiss Hương Hide & Seek 70ml,,108000,32%,158000
324,Nước Hoa Nam Nữ De Memoria EDP #09 Lampang 60ml,Eau De Parfum,740000,33%,1100000
325,Nước Hoa Vùng Kín Foellie Hương Dâu Tây Bản XO Giới Hạn 10ml,Inner Perfume #Eau De Miel,358000,49%,700000
326,Xịt Thơm Toàn Thân Bodymiss Hương Hide & Seek 210ml,,218000,30%,312000
327,Nước Hoa Nam Laura Anne Allure For Him 100ml (Đỏ),Eau de Parfum,298000,50%,598000
328,Nước Hoa Vùng Kín Foellie Hương Biển Thơm Mát 10ml,Inner Perfume #Eau De Vogue,358000,17%,430000
329,Xịt Thơm Toàn Thân Malissa Kiss Hương Happy Sundae 176ml,Perfume Mist,168000,50%,338000
330,"Nước Hoa Nữ Verites Her Summer Nữ Tính, Dịu Dàng 100ml",,462000,20%,578000
331,Xịt Thơm Toàn Thân Bodymiss Hương Care Free 70ml,,108000,32%,158000
332,Nước Hoa Nam Nữ De Memoria EDP #10 Jiufen 60ml,Eau De Parfum,708000,36%,1100000
333,Xịt Thơm Toàn Thân Bodymiss Hương Money Honey 210ml,,218000,30%,312000
334,Xịt Thơm Toàn Thân Malissa Kiss Hương Call Me Maybe 176ml,Perfume Mist,268000,21%,338000
335,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Tender 176ml,Perfume Mist,268000,21%,338000
336,Xịt Thơm Toàn Thân Malissa Kiss Hương Cozy Beach 176ml,Perfume Mist,168000,50%,338000
337,Combo Gennie Nước Hoa + Sữa Tắm Little Black Dress 100ml + 100ml,,438000,42%,756000
338,Nước Hoa Nam Nữ Verites Santal Lab 100ml,Santal Lab Inspired By Le Labo Santal 33,478000,0%,478000
339,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Fierce 176ml,Perfume Mist,268000,21%,338000
340,Xịt Thơm Toàn Thân Bodymiss Hương Money Honey 70ml,,108000,32%,158000
341,Combo 2 Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Love Bloom + Floral Blush 100ml,Fragrance Mist Hair And Body #Love Bloom & #Floral Blush,320000,9%,352000
342,[Mini] Nước Hoa Nam Calvin Klein Defy For Men EDT 20ml,Defy For Men Eau de Toilette,760000,0%,760000
343,Nước Hoa Nữ Gennie Little Rose Dress Bản Giới Hạn 20ml,Little Rose Dress For Her,180000,50%,358000
344,Nước Hoa Nữ De Memoria EDP #07 Hoian 60ml,Eau De Parfum,708000,36%,1100000
345,Nước Hoa Vùng Kín Foellie Cherry Đen Bản Giới Hạn 10ml,Inner Perfume #Eau De Noir,320000,54%,700000
346,"Nước Hoa Nữ Verites Beach Bomb Nhẹ Nhàng, Tươi Mát 100ml",,462000,20%,578000
347,"Nước Hoa Nam Verites De Club Cuốn Hút, Lịch Lãm 100ml",,462000,20%,578000
348,Combo 2 Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Magic Dream + Love Bloom 100ml,Fragrance Mist Hair And Body #Magic Dream & #Love Bloom,368000,7%,396000
349,Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Floral Blush 100ml,Fragrance Mist Hair And Body #Floral Blush,196000,1%,198000
350,Nước Hoa Unisex Verites Chasing Cloud Tươi Mới 100ml,,462000,20%,578000
351,Nước Hoa Nữ Laura Anne Mystic For Her 100ml (Xám),Eau de Parfum,374000,37%,598000
352,Nước Hoa Nam Laura Anne Dynamic For Him 100ml (Xanh),Dynamic For Him,446000,25%,598000
353,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Desire 176ml,Perfume Mist,268000,21%,338000
354,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Sweetie 176ml,Perfume Mist,268000,21%,338000
355,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Hottie 176ml,Perfume Mist,268000,21%,338000
356,Xịt Thơm Toàn Thân Kiss My Body Sweetie 176ml,Perfume Mist,336000,1%,338000
357,Nước Hoa Nữ Armaf Club De Nuit Woman 210ml,Club De Nuit Woman EDP,1256000,29%,1780000
358,Xịt Thơm Toàn Thân Kiss My Body Hương Crazy In Love 176ml,Perfume Mist,286000,15%,338000
359,Xịt Thơm Toàn Thân Kiss My Body Sweet Vanilla Cotton 176ml,Perfume Mist,286000,15%,338000
360,Xịt Thơm Toàn Thân Kiss My Body Hương Delight 176ml,Perfume Mist,286000,15%,338000
361,Combo 2 Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Magic Dream + Floral Blush 100ml,Fragrance Mist Hair And Body #Magic Dream & #Floral Blush,368000,7%,396000
362,Nước Hoa Nữ Narciso Rodriguez Musc Noir For Her EDP 60ml,Eau De Parfum,3492000,10%,3880000
363,Nước Hoa Nữ Chloé Love Story EDP 60ml,Eau De Parfum,3370000,29%,4720000
364,Nước Hoa Nữ Narciso Rodriguez For Her EDP 60ml,Eau De Parfum,3492000,10%,3880000
365,Nước Hoa Nữ Narciso Rodriguez Ambrée EDP 60ml,Eau De Parfum,3348000,15%,3940000
366,Nước Hoa Nữ Narciso Rodriguez Pure Musc For Her EDP 60ml,Eau De Parfum,3492000,10%,3880000
367,Nước Hoa Nữ Narciso Rodriguez For Her EDP 100ml,Eau De Parfum,5220000,10%,5800000
368,Nước Hoa Nữ Narciso Rodriguez For Her EDP 200ml,Eau De Parfum,6894000,10%,7660000
369,Nước Hoa Nữ Narciso Rodriguez For Her EDT 200ml,Eau De Toilette,4950000,29%,6940000
370,Nước Hoa Nữ Marc Jacobs Daisy Ever So Fresh EDP 60ml,Eau De Parfum,3600000,19%,4440000
371,Nước Hoa Nữ Narciso Rodriguez For Her EDT 100ml,Eau De Toilette,3380000,35%,5220000
372,Nước Hoa Nữ Narciso Rodriguez Pure Musc For Her EDP 200ml,Eau De Parfum,7274000,5%,7660000
373,Nước Hoa Nam Tommy Impact Intense EDP 100ml,Impact Intense Eau De Perfume,4500000,0%,4500000
374,Nước Hoa Nam De Memoria EDP #12 Bagan 60ml,Eau De Parfum,740000,33%,1100000
375,Nước Hoa Nữ Carolina Herrera Very Good Girl Glam EDP 160ml,Very Good Girl Glam Eau De Parfum,7866000,10%,8740000
376,Nước Hoa Nữ Marc Jacobs Daisy Love EDT 60ml,Eau De Toilette,2320000,40%,3880000
377,Nước Hoa Nữ Tommy Now Girl EDT 60ml,Now Girl Eau De Toilette,2720000,0%,2720000
378,Nước Hoa Nam Tommy Now EDT 60ml,Now Eau De Toilette,2720000,0%,2720000
379,Nước Hoa Nữ Carolina Herrera Very Good Girl EDP 60ml,Very Good Girl Eau De Parfum,3960000,10%,4400000
380,Nước Hoa Nam TOMMY Cologne EDT 60ml,Cologne Spray,1798000,34%,2720000
381,Nước Hoa Nữ Marc Jacobs Daisy Dream EDT 60ml,Eau De Toilette,1978000,14%,2300000
382,Nước Hoa Nữ Issey Miyake L'Eau D'Issey EDT 100ml,Eau De Toilette,4068000,10%,4520000
383,Nước Hoa Nam Issey Miyake L'Eau D'Issey Eau & Cèdre 200ml,Pour Homme Eau De Toilette Intense,5166000,10%,5740000
384,Nước Hoa Nữ Issey Miyake A Drop D'Issey EDP 180ml,Eau De Parfum,5850000,10%,6500000
385,Nước Hoa Nam Tommy Impact EDT 100ml,Impact Intense Eau De Toilette,4260000,0%,4260000
386,Nước Hoa Nam Calvin Klein Defy For Men EDT 60ml,Eau De Toilette,1358000,47%,2580000
387,Nước Hoa Nữ Laura Anne Dynamic For Her 100ml (Xanh),Eau de Parfum,396000,34%,598000
388,Nước Hoa Nữ Issey Miyake A Drop D'Issey EDP Fraiche 60ml,Eau De Parfum Fraiche,3042000,10%,3380000
389,Nước Hoa Nam Nữ Calvin Klein One EDT 100ml,Eau De Toilette,1626000,45%,2940000
390,Nước Hoa Nữ Tommy Girl Cologne EDT 60ml,Tommy Girl Cologne Eau de Toilette Spray,1678000,38%,2720000
391,Nước Hoa Nữ Marc Jacobs Daisy Love Eau So Sweet EDT 60ml,Eau De Toilette,3500000,10%,3880000
392,"Nước Hoa Nữ Verites Starstruck Ngọt Ngào, Quyến Rũ 100ml",,462000,20%,578000
393,"Nước Hoa Nữ Verites Midnight Bloom Quyến Rũ, Thanh Lịch 100ml",,462000,20%,578000
394,[HSD 02/2025] Nước Hoa Nam De Memoria EDP #12 Bagan 60ml,Eau De Parfum,666000,0%,666000
395,Nước Hoa Nam Nữ De Memoria EDP #11 Tai O 60ml,Eau De Parfum,708000,36%,1100000
396,Nước Hoa Nam Versace Eros Flame EDP 100ml,Eros Flame Eau de Parfum Spray,2632000,40%,4378000
397,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Money Honey 70ml,,88000,44%,158000
398,Nước Hoa Nam Moschino Toy Boy EDP 200ml,,4510000,0%,4510000
399,Nước Hoa Nam Versace Pour Homme Dylan Blue EDT 200ml,Pour Homme Dylan Blue Eau De Toilette,3630000,25%,4840000
400,Nước Hoa Nữ Jean Paul Gaultier Scandal EDP 60ml,Scandal Eau De Parfum Spray,3780000,10%,4200000
401,Nước Hoa Nữ Chloé Nomade EDP 60ml,Eau De Parfum,3700000,18%,4500000
402,Nước Hoa Nữ Burberry Her Blossom EDT 200ml,Her Blossom Eau de Toilette,5406000,33%,8060000
403,[HSD 02/2025] Nước Hoa Nữ De Memoria EDP #07 Hoian 60ml,Eau De Parfum,638000,0%,638000
404,Nước Hoa Nữ Marc Jacobs Perfect EDP 200ml,Perfect Eau De Parfum,5178000,37%,8220000
405,Nước Hoa Nữ Chloé L'Eau Eau De Toilette 200ml,L'Eau Eau De Toilette,5670000,31%,8260000
406,Nước Hoa Nữ Chloé Nomade EDP 150ml,Eau De Parfum,5864000,32%,8580000
407,Nước Hoa Nam Lacoste Match Point EDT 200ml,Match Point Eau de Toilette,3576000,40%,5940000
408,Nước Hoa Nữ Signorina Misteriosa 200ml,Signorina Misteriosa Eau de Parfum,3640000,22%,4660000
409,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love 70ml,,88000,44%,158000
410,[HSD 03/2025] Nước Hoa Nữ Chloé L'Eau Eau De Toilette 200ml,L'Eau Eau De Toilette,4536000,45%,8260000
411,Nước Hoa Nam Versace Man Eau Fraiche EDT 200ml,Eau Fraiche Eau De Toilette,3724000,19%,4598000
412,Nước Hoa Nữ Moschino Toy 2 EDP 200ml,Toy 2 Eau De Parfum,3080000,37%,4884000
413,Nước Hoa Nữ Burberry Her EDP 200ml,Her Eau De Parfum,5934000,41%,9980000
414,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Care Free 70ml,,88000,44%,158000
415,Nước Hoa Nữ Versace Yellow Diamond EDT 180ml,Yellow Diamond Eau De Toilette Natural Spray,3978000,26%,5412000
416,Nước Hoa Nam Versace Pour Homme Eau De Toilette 200ml,Pour Homme Eau De Toilette,3088000,35%,4752000
417,[HSD 02/2025] Nước Hoa Nữ Laura Anne Dynamic For Her 100ml (Xanh),Eau de Parfum,378000,37%,598000
418,[HSD 07/2024] Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love 70ml,,88000,44%,158000
419,[HSD 02/2025] Nước Hoa Nam Nữ De Memoria EDP #09 Lampang 60ml,Eau De Parfum,666000,0%,666000
420,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh 70ml,,88000,44%,158000
421,Nước Hoa Nữ Marc Jacobs Daisy Intense EDP 60ml,Daisy Intense Eau De Parfum,2528000,45%,4580000
422,Nước Hoa Nam Calvin Klein Euphoria For Men EDT 200ml,Euphoria For Men Eau de Toilette,3354000,40%,5560000
423,[HSD 01/2025] Nước Hoa Nữ Marc Jacobs Daisy Intense EDP 8ml,Daisy Intense Eau De Parfum,406000,30%,580000
424,[Mini] Nước Hoa Nữ Burberry Her Blossom EDT 1.10ml,,136000,1%,138000
425,Nước Hoa Nữ Lancôme La Vie Est Belle Bản Giới Hạn OUI 100ml,La Vie Est Belle Oui L'eau De Parfum D'exception,4478000,17%,5400000
426,Nước Hoa Nữ Chloé Eau De Parfum 150ml,,5686000,34%,8580000
427,[HSD 02/2025] Nước Hoa Nữ Laura Anne Mystic For Her 100ml (Xám),Eau de Parfum,312000,0%,312000
428,Nước Hoa Nam Mr.Burberry Indigo EDT 100ml,Indigo For Men EDT Spray,3018000,31%,4360000
429,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Stop & Stare 70ml,,88000,44%,158000
430,[HSD 07/2024] Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh 70ml,,88000,44%,158000
431,Nước Hoa Nam Calvin Klein Free Eau De Toilette 100ml,Free EDT Spray,1966000,48%,3760000
432,Nước Hoa Nam Versace Eros EDP 200ml,Eros Eau De Parfum Natural Spray,3860000,30%,5522000
