sothutu,Tên_Sản_Phẩm,Thương_Hiệu,Giá_Bán,Giá_Gốc,Dung_Tich,Phần_Trăm_Giảm
416,Nước Hoa Nam Versace Pour Homme Eau De Toilette,Pour Homme Eau De Toilette,3088000,4752000,200ml,35
417,[HSD 02/2025] Nước Hoa Nữ Laura Anne Dynamic For Her (Xanh),Eau de Parfum,378000,598000,100ml,37
418,[HSD 07/2024] Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love,,88000,158000,70ml,44
419,[HSD 02/2025] Nước Hoa Nam Nữ De Memoria EDP #09 Lampang,Eau De Parfum,666000,666000,60ml,0
420,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh,,88000,158000,70ml,44
421,Nước Hoa Nữ Marc Jacobs Daisy Intense EDP,Daisy Intense Eau De Parfum,2528000,4580000,60ml,45
422,Nước Hoa Nam Calvin Klein Euphoria For Men EDT,Euphoria For Men Eau de Toilette,3354000,5560000,200ml,40
423,[HSD 01/2025] Nước Hoa Nữ Marc Jacobs Daisy Intense EDP,Daisy Intense Eau De Parfum,406000,580000,8ml,30
424,[Mini] Nước Hoa Nữ Burberry Her Blossom EDT 1.,,136000,138000,10ml,1
425,Nước Hoa Nữ Lancôme La Vie Est Belle Bản Giới Hạn OUI,La Vie Est Belle Oui L'eau De Parfum D'exception,4478000,5400000,100ml,17
426,Nước Hoa Nữ Chloé Eau De Parfum,,5686000,8580000,150ml,34
427,[HSD 02/2025] Nước Hoa Nữ Laura Anne Mystic For Her (Xám),Eau de Parfum,312000,312000,100ml,0
428,Nước Hoa Nam Mr.Burberry Indigo EDT,Indigo For Men EDT Spray,3018000,4360000,100ml,31
429,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Stop & Stare,,88000,158000,70ml,44
430,[HSD 07/2024] Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh,,88000,158000,70ml,44
431,Nước Hoa Nam Calvin Klein Free Eau De Toilette,Free EDT Spray,1966000,3760000,100ml,48
432,Nước Hoa Nam Versace Eros EDP,Eros Eau De Parfum Natural Spray,3860000,5522000,200ml,30
433,Nước Hoa Nữ Versace Bright Crystal EDT,Bright Crystal Eau De Toilette,2976000,5520000,180ml,46
434,Nước Hoa Nam Gota Bouncy Eau de Parfum,Bouncy Perfume For Men Eau de Parfum,296000,592000,100ml,50
435,Nước Hoa Nữ Salvatore Ferragamo Signorina Ribelle EDP,,3600000,6446000,200ml,44
436,Xịt Thơm Toàn Thân Kiss My Body Adore You,Perfume Mist,336000,338000,176ml,1
437,[HSD 07/2024] Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Magic Dream,Fragrance Mist Hair And Body #Magic Dream,90000,198000,100ml,55
438,Xịt Nước Hoa Hằng Ngày X-Men Hương Tươi Mát,Everyday Perfume Mann Up Air,198000,210000,100ml,6
439,Nước Hoa Nữ Narciso Rodriguez Pure Musc For Her EDP,Eau De Parfum,5220000,5800000,100ml,10
440,Nước Hoa Nữ Versace Pour Femme Dylan Blue EDP,Pour Femme Dylan Blue Eau De Parfum Spray,4304000,6622000,200ml,35
441,[HSD 07/2024] Nước Hoa Nữ Trussardi Sound Of Donna EDP,Sound Of Donna Eau De Parfum Spray,1452000,4840000,200ml,70
442,Nước Hoa Vùng Kín Nam Loli & The Wolf Dark Monster,Hương Gỗ Tuyết Tùng Nam Tính Cuốn Hút,496000,600000,20ml,17
443,Xịt Thơm Toàn Thân Kiss My Body Sweet Poison,Perfume Mist,336000,338000,176ml,1
444,Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love,,212000,312000,210ml,32
445,[HSD 12/2024] Xịt Thơm Toàn Thân Malissa Kiss Hương Happy Sundae,Perfume Mist,154000,338000,176ml,54
446,[HSD 11/2024] Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Floral Blush,Fragrance Mist Hair And Body #Floral Blush,88000,198000,100ml,56
447,[HSD 01/2025] Xịt Thơm Toàn Thân Malissa Kiss Hương Cozy Beach,Perfume Mist,154000,338000,176ml,54
448,[HSD 10/2024] Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Love Bloom,Fragrance Mist Hair And Body #Love Bloom,158000,198000,100ml,20
449,Nước Hoa Nữ Marc Jacobs Daisy EDT,Daisy Eau De Toilette,4498000,7140000,200ml,37
450,Xịt Thơm Toàn Thân Kiss My Body Hottie,Perfume Mist,336000,338000,176ml,1
451,Nước Hoa Nữ Diamond Femme (Trắng),Eau De Parfum,903000,1647000,135ml,45
452,Nước Hoa Vùng Kín Foellie Hương Hoa Hồng Mạnh Mẽ,Inner Perfume #Eau De Bijou,432000,1050000,15ml,59
453,Nước Hoa Nữ Diamond Femme Pink (Hồng),Eau De Parfum,825000,1647000,135ml,50
454,Nước Hoa Nam Diamond Homme (Đen),Eau De Parfum,825000,1647000,135ml,50
455,Nước Hoa Nữ Diamond Femme Ruby Red (Đỏ),Eau De Parfum,903000,1647000,135ml,45
456,Nước Hoa Nữ Gennie Little Gold Dress,Little Gold Dress,438000,657000,150ml,33
457,Nước Hoa Vùng Kín Foellie Hương Trái Cây Ngọt Ngào,Inner Perfume #Eau De Fleur,537000,1050000,15ml,49
458,Nước Hoa Nữ Gennie Little Black Dress,Little Black Dress,438000,657000,150ml,33
459,Xịt Thơm Toàn Thân Malissa Kiss Hương Crazy in Love,Perfume Body Mist,402000,507000,264ml,21
461,Nước Hoa Nữ De Memoria EDP #05 Montpellier,Eau De Parfum,1062000,1650000,90ml,36
462,Nước Hoa Nữ De Memoria #02 Val De Loire Hương Tươi Mát,Eau De Parfum,1062000,1650000,90ml,36
463,Xịt Thơm Toàn Thân Bodymiss Hương Stop & Stare,,162000,237000,105ml,32
464,Nước Hoa Nữ Gennie Little Red Dress,Little Red Dress,330000,657000,150ml,50
465,Nước Hoa Nam Gota Iconic Eau de Parfum,Iconic Perfume For Men Eau de Parfum,444000,888000,150ml,50
467,Nước Hoa Nữ De Memoria EDP #04 Dresden,Eau De Parfum,1062000,1650000,90ml,36
468,Nước Hoa Vùng Kín Foellie Hương Hoa Hồng Trắng,Inner Perfume #Eau De Ciel,537000,1050000,15ml,49
469,Nước Hoa Nam Diamond Homme Dark Blue (Xanh),Eau De Parfum,903000,1647000,135ml,45
470,Nước Hoa Nữ Gennie Little Rose Dress Bản Giới Hạn,Little Rose Dress For Her,525000,1047000,150ml,50
471,Nước Hoa Vùng Kín Foellie Hoa Đinh Hương Bản Giới Hạn,Inner Perfume #Eau De Tuileries,567000,1050000,15ml,46
472,Nước Hoa Nữ Versace Bright Crystal Absolu EDP,Bright Crystal Absolu Eau de Parfum Natural Spray,5367000,8745000,270ml,39
473,Nước Hoa Nam Diamond Homme Brown (Nâu),Eau De Parfum,903000,1497000,135ml,40
474,Nước Hoa Nữ Carolina Herrera Good Girl EDP,Good Girl Eau De Parfum Natural Spray,5427000,6030000,90ml,10
475,Xịt Thơm Toàn Thân Malissa Kiss Hương Sweet Poison,Perfume Mist,402000,507000,264ml,21
476,Xịt Thơm Toàn Thân Malissa Kiss Hương Adore You,Perfume Mist,402000,507000,264ml,21
477,Nước Hoa Nam Versace Pour Homme EDT,Pour Homme Eau De Toilette Spray,4329000,5346000,150ml,19
478,Nước Hoa Nữ Laura Anne Allure For Her (Hồng),Eau de Parfum,552000,897000,150ml,38
479,Nước Hoa Nữ Lancôme La Nuit Tresor EDP,La Nuit Tresor Eau De Parfum,8460000,9300000,225ml,9
480,Nước Hoa Nam Paco Rabanne 1 Million Parfum EDP,1 Million Parfum EDP,9072000,10080000,300ml,10
481,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Passion,Perfume Mist,402000,507000,264ml,21
482,Nước Hoa Nữ Versace Bright Crystal EDT,Bright Crystal Eau de Toilette Spray,3570000,8715000,150ml,59
483,Nước Hoa Vùng Kín Foellie Hương Hoa Nhài Bản Giới Hạn,Inner Perfume #Eau De Venus,492000,1050000,15ml,53
484,Nước Hoa Nữ De Memoria EDP #03 Granada,Eau De Parfum,1062000,1650000,90ml,36
485,Nước Hoa Nữ De Memoria EDP #06 Grasse,Eau De Parfum,1062000,1650000,90ml,36
486,Nước Hoa Nữ Verites After The Rain,After The Rain Inspired By My Burberry,573000,717000,150ml,20
487,Nước Hoa Nam Versace Eros Flame EDP,Eros Flame Eau de Parfum Spray,6708000,8283000,300ml,19
488,Xịt Thơm Toàn Thân Malissa Kiss Hương Lost In Paradise,Perfume Body Mist,402000,507000,264ml,21
489,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Delight,Perfume Mist,402000,507000,264ml,21
490,Xịt Thơm Toàn Thân Malissa Kiss Hương Fresh Escape,Perfume Mist,252000,507000,264ml,50
491,Nước Hoa Nam Gota Urban Eau de Parfum,Urban Perfume For Men Eau de Parfum,624000,888000,150ml,30
492,Xịt Thơm Toàn Thân Malissa Kiss Sweet Vanilla Cotton,Perfume Body Mist,402000,507000,264ml,21
493,Nước Hoa Nữ De Memoria #01 Spello Hương Mê Hoặc,Eau De Parfum,1059000,1650000,90ml,36
494,Nước Hoa Vùng Kín Foellie Hương Gỗ Tươi Mát,Inner Perfume #Eau De Foret,537000,645000,15ml,17
495,Nước Hoa Nam Nữ Verites Siren,Siren Inspired By Good Girl Velvet Fatale,573000,717000,150ml,20
496,Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh,,327000,468000,315ml,30
497,Bộ 3 Chai Nước Hoa Nam Nerman 4000/chai,"Hương Thơm Mạnh Mẽ Lôi Cuốn, Lưu Hương Tới 8H",1428000,1497000,30ml,5
498,Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Love Bloom,Fragrance Mist Hair And Body #Love Bloom,294000,297000,150ml,1
499,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Charm,Perfume Mist,402000,507000,264ml,21
500,Nước Hoa Vùng Kín Foellie Hương Hoa Anh Đào,Inner Perfume #Eau De Cherry Blossom,537000,1050000,15ml,49
501,Nước Hoa Nữ Verites Joie De Vivre,Joie De Vivre Inspired by Miss Dior,573000,717000,150ml,20
502,Nước Hoa Nam Laura Anne Mystic For Him (Đen),Eau de Parfum,552000,897000,150ml,38
503,Nước Hoa Vùng Kín Nữ Loli And The Wolf Midnight Forest,Hương Hoa Ngọt Ngào Quyến Rũ Lãng Mạn,744000,900000,24ml,17
504,Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh,,162000,237000,105ml,32
505,Nước Hoa Nữ Verites Secretly Sexy,Secretly Sexy Inspired By Victoria's Secret Very Sexy,573000,717000,150ml,20
506,Nước Hoa Nam Verites Savage Trail,Savage Trail Inspired by Dior Sauvage,573000,717000,150ml,20
507,Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Magic Dream,Fragrance Mist Hair And Body #Magic Dream,294000,297000,150ml,1
508,Xịt Thơm Toàn Thân Bodymiss Hương Stop & Stare,,327000,468000,315ml,30
509,Nước Hoa Vùng Kín Foellie Hương Hoa Ngọc Lan Tây,Inner Perfume #Eau De Bebe,537000,1050000,15ml,49
510,Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love,,162000,237000,105ml,32
511,Xịt Thơm Toàn Thân Bodymiss Hương Hide & Seek,,162000,237000,105ml,32
512,Nước Hoa Nam Nữ De Memoria EDP #09 Lampang,Eau De Parfum,1110000,1650000,90ml,33
513,Nước Hoa Vùng Kín Foellie Hương Dâu Tây Bản XO Giới Hạn,Inner Perfume #Eau De Miel,537000,1050000,15ml,49
514,Xịt Thơm Toàn Thân Bodymiss Hương Hide & Seek,,327000,468000,315ml,30
515,Nước Hoa Nam Laura Anne Allure For Him (Đỏ),Eau de Parfum,447000,897000,150ml,50
516,Nước Hoa Vùng Kín Foellie Hương Biển Thơm Mát,Inner Perfume #Eau De Vogue,537000,645000,15ml,17
517,Xịt Thơm Toàn Thân Malissa Kiss Hương Happy Sundae,Perfume Mist,252000,507000,264ml,50
518,"Nước Hoa Nữ Verites Her Summer Nữ Tính, Dịu Dàng",,693000,867000,150ml,20
519,Xịt Thơm Toàn Thân Bodymiss Hương Care Free,,162000,237000,105ml,32
520,Nước Hoa Nam Nữ De Memoria EDP #10 Jiufen,Eau De Parfum,1062000,1650000,90ml,36
521,Xịt Thơm Toàn Thân Bodymiss Hương Money Honey,,327000,468000,315ml,30
522,Xịt Thơm Toàn Thân Malissa Kiss Hương Call Me Maybe,Perfume Mist,402000,507000,264ml,21
523,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Tender,Perfume Mist,402000,507000,264ml,21
524,Xịt Thơm Toàn Thân Malissa Kiss Hương Cozy Beach,Perfume Mist,252000,507000,264ml,50
526,Nước Hoa Nam Nữ Verites Santal Lab,Santal Lab Inspired By Le Labo Santal 33,717000,717000,150ml,0
527,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Fierce,Perfume Mist,402000,507000,264ml,21
528,Xịt Thơm Toàn Thân Bodymiss Hương Money Honey,,162000,237000,105ml,32
529,Combo 2 Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Love Bloom + Floral Blush,Fragrance Mist Hair And Body #Love Bloom & #Floral Blush,480000,528000,150ml,9
530,[Mini] Nước Hoa Nam Calvin Klein Defy For Men EDT,Defy For Men Eau de Toilette,1140000,1140000,30ml,0
531,Nước Hoa Nữ Gennie Little Rose Dress Bản Giới Hạn,Little Rose Dress For Her,270000,537000,30ml,50
532,Nước Hoa Nữ De Memoria EDP #07 Hoian,Eau De Parfum,1062000,1650000,90ml,36
533,Nước Hoa Vùng Kín Foellie Cherry Đen Bản Giới Hạn,Inner Perfume #Eau De Noir,480000,1050000,15ml,54
534,"Nước Hoa Nữ Verites Beach Bomb Nhẹ Nhàng, Tươi Mát",,693000,867000,150ml,20
535,"Nước Hoa Nam Verites De Club Cuốn Hút, Lịch Lãm",,693000,867000,150ml,20
536,Combo 2 Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Magic Dream + Love Bloom,Fragrance Mist Hair And Body #Magic Dream & #Love Bloom,552000,594000,150ml,7
537,Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Floral Blush,Fragrance Mist Hair And Body #Floral Blush,294000,297000,150ml,1
538,Nước Hoa Unisex Verites Chasing Cloud Tươi Mới,,693000,867000,150ml,20
539,Nước Hoa Nữ Laura Anne Mystic For Her (Xám),Eau de Parfum,561000,897000,150ml,37
540,Nước Hoa Nam Laura Anne Dynamic For Him (Xanh),Dynamic For Him,669000,897000,150ml,25
541,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Desire,Perfume Mist,402000,507000,264ml,21
542,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Sweetie,Perfume Mist,402000,507000,264ml,21
543,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Hottie,Perfume Mist,402000,507000,264ml,21
544,Xịt Thơm Toàn Thân Kiss My Body Sweetie,Perfume Mist,504000,507000,264ml,1
545,Nước Hoa Nữ Armaf Club De Nuit Woman,Club De Nuit Woman EDP,1884000,2670000,315ml,29
546,Xịt Thơm Toàn Thân Kiss My Body Hương Crazy In Love,Perfume Mist,429000,507000,264ml,15
547,Xịt Thơm Toàn Thân Kiss My Body Sweet Vanilla Cotton,Perfume Mist,429000,507000,264ml,15
548,Xịt Thơm Toàn Thân Kiss My Body Hương Delight,Perfume Mist,429000,507000,264ml,15
549,Combo 2 Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Magic Dream + Floral Blush,Fragrance Mist Hair And Body #Magic Dream & #Floral Blush,552000,594000,150ml,7
550,Nước Hoa Nữ Narciso Rodriguez Musc Noir For Her EDP,Eau De Parfum,5238000,5820000,90ml,10
551,Nước Hoa Nữ Chloé Love Story EDP,Eau De Parfum,5055000,7080000,90ml,29
552,Nước Hoa Nữ Narciso Rodriguez For Her EDP,Eau De Parfum,5238000,5820000,90ml,10
553,Nước Hoa Nữ Narciso Rodriguez Ambrée EDP,Eau De Parfum,5022000,5910000,90ml,15
554,Nước Hoa Nữ Narciso Rodriguez Pure Musc For Her EDP,Eau De Parfum,5238000,5820000,90ml,10
555,Nước Hoa Nữ Narciso Rodriguez For Her EDP,Eau De Parfum,7830000,8700000,150ml,10
556,Nước Hoa Nữ Narciso Rodriguez For Her EDP,Eau De Parfum,10341000,11490000,300ml,10
557,Nước Hoa Nữ Narciso Rodriguez For Her EDT,Eau De Toilette,7425000,10410000,300ml,29
558,Nước Hoa Nữ Marc Jacobs Daisy Ever So Fresh EDP,Eau De Parfum,5400000,6660000,90ml,19
559,Nước Hoa Nữ Narciso Rodriguez For Her EDT,Eau De Toilette,5070000,7830000,150ml,35
560,Nước Hoa Nữ Narciso Rodriguez Pure Musc For Her EDP,Eau De Parfum,10911000,11490000,300ml,5
561,Nước Hoa Nam Tommy Impact Intense EDP,Impact Intense Eau De Perfume,6750000,6750000,150ml,0
562,Nước Hoa Nam De Memoria EDP #12 Bagan,Eau De Parfum,1110000,1650000,90ml,33
563,Nước Hoa Nữ Carolina Herrera Very Good Girl Glam EDP,Very Good Girl Glam Eau De Parfum,11799000,13110000,240ml,10
564,Nước Hoa Nữ Marc Jacobs Daisy Love EDT,Eau De Toilette,3480000,5820000,90ml,40
565,Nước Hoa Nữ Tommy Now Girl EDT,Now Girl Eau De Toilette,4080000,4080000,90ml,0
566,Nước Hoa Nam Tommy Now EDT,Now Eau De Toilette,4080000,4080000,90ml,0
567,Nước Hoa Nữ Carolina Herrera Very Good Girl EDP,Very Good Girl Eau De Parfum,5940000,6600000,90ml,10
568,Nước Hoa Nam TOMMY Cologne EDT,Cologne Spray,2697000,4080000,90ml,34
569,Nước Hoa Nữ Marc Jacobs Daisy Dream EDT,Eau De Toilette,2967000,3450000,90ml,14
570,Nước Hoa Nữ Issey Miyake L'Eau D'Issey EDT,Eau De Toilette,6102000,6780000,150ml,10
571,Nước Hoa Nam Issey Miyake L'Eau D'Issey Eau & Cèdre,Pour Homme Eau De Toilette Intense,7749000,8610000,300ml,10
572,Nước Hoa Nữ Issey Miyake A Drop D'Issey EDP,Eau De Parfum,8775000,9750000,270ml,10
573,Nước Hoa Nam Tommy Impact EDT,Impact Intense Eau De Toilette,6390000,6390000,150ml,0
574,Nước Hoa Nam Calvin Klein Defy For Men EDT,Eau De Toilette,2037000,3870000,90ml,47
575,Nước Hoa Nữ Laura Anne Dynamic For Her (Xanh),Eau de Parfum,594000,897000,150ml,34
576,Nước Hoa Nữ Issey Miyake A Drop D'Issey EDP Fraiche,Eau De Parfum Fraiche,4563000,5070000,90ml,10
577,Nước Hoa Nam Nữ Calvin Klein One EDT,Eau De Toilette,2439000,4410000,150ml,45
578,Nước Hoa Nữ Tommy Girl Cologne EDT,Tommy Girl Cologne Eau de Toilette Spray,2517000,4080000,90ml,38
579,Nước Hoa Nữ Marc Jacobs Daisy Love Eau So Sweet EDT,Eau De Toilette,5250000,5820000,90ml,10
580,"Nước Hoa Nữ Verites Starstruck Ngọt Ngào, Quyến Rũ",,693000,867000,150ml,20
581,"Nước Hoa Nữ Verites Midnight Bloom Quyến Rũ, Thanh Lịch",,693000,867000,150ml,20
582,[HSD 02/2025] Nước Hoa Nam De Memoria EDP #12 Bagan,Eau De Parfum,999000,999000,90ml,0
583,Nước Hoa Nam Nữ De Memoria EDP #11 Tai O,Eau De Parfum,1062000,1650000,90ml,36
584,Nước Hoa Nam Versace Eros Flame EDP,Eros Flame Eau de Parfum Spray,3948000,6567000,150ml,40
585,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Money Honey,,132000,237000,105ml,44
586,Nước Hoa Nam Moschino Toy Boy EDP,,6765000,6765000,300ml,0
587,Nước Hoa Nam Versace Pour Homme Dylan Blue EDT,Pour Homme Dylan Blue Eau De Toilette,5445000,7260000,300ml,25
588,Nước Hoa Nữ Jean Paul Gaultier Scandal EDP,Scandal Eau De Parfum Spray,5670000,6300000,90ml,10
589,Nước Hoa Nữ Chloé Nomade EDP,Eau De Parfum,5550000,6750000,90ml,18
590,Nước Hoa Nữ Burberry Her Blossom EDT,Her Blossom Eau de Toilette,8109000,12090000,300ml,33
591,[HSD 02/2025] Nước Hoa Nữ De Memoria EDP #07 Hoian,Eau De Parfum,957000,957000,90ml,0
592,Nước Hoa Nữ Marc Jacobs Perfect EDP,Perfect Eau De Parfum,7767000,12330000,300ml,37
593,Nước Hoa Nữ Chloé L'Eau Eau De Toilette,L'Eau Eau De Toilette,8505000,12390000,300ml,31
594,Nước Hoa Nữ Chloé Nomade EDP,Eau De Parfum,8796000,12870000,225ml,32
595,Nước Hoa Nam Lacoste Match Point EDT,Match Point Eau de Toilette,5364000,8910000,300ml,40
596,Nước Hoa Nữ Signorina Misteriosa,Signorina Misteriosa Eau de Parfum,5460000,6990000,300ml,22
597,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love,,132000,237000,105ml,44
598,[HSD 03/2025] Nước Hoa Nữ Chloé L'Eau Eau De Toilette,L'Eau Eau De Toilette,6804000,12390000,300ml,45
599,Nước Hoa Nam Versace Man Eau Fraiche EDT,Eau Fraiche Eau De Toilette,5586000,6897000,300ml,19
600,Nước Hoa Nữ Moschino Toy 2 EDP,Toy 2 Eau De Parfum,4620000,7326000,300ml,37
601,Nước Hoa Nữ Burberry Her EDP,Her Eau De Parfum,8901000,14970000,300ml,41
602,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Care Free,,132000,237000,105ml,44
603,Nước Hoa Nữ Versace Yellow Diamond EDT,Yellow Diamond Eau De Toilette Natural Spray,5967000,8118000,270ml,26
604,Nước Hoa Nam Versace Pour Homme Eau De Toilette,Pour Homme Eau De Toilette,4632000,7128000,300ml,35
605,[HSD 02/2025] Nước Hoa Nữ Laura Anne Dynamic For Her (Xanh),Eau de Parfum,567000,897000,150ml,37
606,[HSD 07/2024] Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love,,132000,237000,105ml,44
607,[HSD 02/2025] Nước Hoa Nam Nữ De Memoria EDP #09 Lampang,Eau De Parfum,999000,999000,90ml,0
608,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh,,132000,237000,105ml,44
609,Nước Hoa Nữ Marc Jacobs Daisy Intense EDP,Daisy Intense Eau De Parfum,3792000,6870000,90ml,45
610,Nước Hoa Nam Calvin Klein Euphoria For Men EDT,Euphoria For Men Eau de Toilette,5031000,8340000,300ml,40
611,[HSD 01/2025] Nước Hoa Nữ Marc Jacobs Daisy Intense EDP,Daisy Intense Eau De Parfum,609000,870000,12ml,30
612,[Mini] Nước Hoa Nữ Burberry Her Blossom EDT 1.,,204000,207000,15ml,1
613,Nước Hoa Nữ Lancôme La Vie Est Belle Bản Giới Hạn OUI,La Vie Est Belle Oui L'eau De Parfum D'exception,6717000,8100000,150ml,17
614,Nước Hoa Nữ Chloé Eau De Parfum,,8529000,12870000,225ml,34
615,[HSD 02/2025] Nước Hoa Nữ Laura Anne Mystic For Her (Xám),Eau de Parfum,468000,468000,150ml,0
