sothutu,Tên_Sản_Phẩm,Thương_Hiệu,Giá_Bán,Giá_Gốc,Dung_Tich,Phần_Trăm_Giảm
816,Nước Hoa Nữ Versace Pour Femme Dylan Blue EDP,Pour Femme Dylan Blue Eau De Parfum Spray,8608000,13244000,400ml,35
817,[HSD 07/2024] Nước Hoa Nữ Trussardi Sound Of Donna EDP,Sound Of Donna Eau De Parfum Spray,2904000,9680000,400ml,70
818,Nước Hoa Vùng Kín Nam Loli & The Wolf Dark Monster,Hương Gỗ Tuyết Tùng Nam Tính Cuốn Hút,992000,1200000,40ml,17
819,Xịt Thơm Toàn Thân Kiss My Body Sweet Poison,Perfume Mist,672000,676000,352ml,1
820,Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love,,424000,624000,420ml,32
821,[HSD 12/2024] Xịt Thơm Toàn Thân Malissa Kiss Hương Happy Sundae,Perfume Mist,308000,676000,352ml,54
822,[HSD 11/2024] Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Floral Blush,Fragrance Mist Hair And Body #Floral Blush,176000,396000,200ml,56
823,[HSD 01/2025] Xịt Thơm Toàn Thân Malissa Kiss Hương Cozy Beach,Perfume Mist,308000,676000,352ml,54
824,[HSD 10/2024] Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Love Bloom,Fragrance Mist Hair And Body #Love Bloom,316000,396000,200ml,20
825,Nước Hoa Nữ Marc Jacobs Daisy EDT,Daisy Eau De Toilette,8996000,14280000,400ml,37
826,Xịt Thơm Toàn Thân Kiss My Body Hottie,Perfume Mist,672000,676000,352ml,1
827,Nước Hoa Nữ Diamond Femme (Trắng),Eau De Parfum,1505000,2745000,225ml,45
828,Nước Hoa Vùng Kín Foellie Hương Hoa Hồng Mạnh Mẽ,Inner Perfume #Eau De Bijou,720000,1750000,25ml,59
829,Nước Hoa Nữ Diamond Femme Pink (Hồng),Eau De Parfum,1375000,2745000,225ml,50
830,Nước Hoa Nam Diamond Homme (Đen),Eau De Parfum,1375000,2745000,225ml,50
831,Nước Hoa Nữ Diamond Femme Ruby Red (Đỏ),Eau De Parfum,1505000,2745000,225ml,45
832,Nước Hoa Nữ Gennie Little Gold Dress,Little Gold Dress,730000,1095000,250ml,33
833,Nước Hoa Vùng Kín Foellie Hương Trái Cây Ngọt Ngào,Inner Perfume #Eau De Fleur,895000,1750000,25ml,49
834,Nước Hoa Nữ Gennie Little Black Dress,Little Black Dress,730000,1095000,250ml,33
835,Xịt Thơm Toàn Thân Malissa Kiss Hương Crazy in Love,Perfume Body Mist,670000,845000,440ml,21
837,Nước Hoa Nữ De Memoria EDP #05 Montpellier,Eau De Parfum,1770000,2750000,150ml,36
838,Nước Hoa Nữ De Memoria #02 Val De Loire Hương Tươi Mát,Eau De Parfum,1770000,2750000,150ml,36
839,Xịt Thơm Toàn Thân Bodymiss Hương Stop & Stare,,270000,395000,175ml,32
840,Nước Hoa Nữ Gennie Little Red Dress,Little Red Dress,550000,1095000,250ml,50
841,Nước Hoa Nam Gota Iconic Eau de Parfum,Iconic Perfume For Men Eau de Parfum,740000,1480000,250ml,50
843,Nước Hoa Nữ De Memoria EDP #04 Dresden,Eau De Parfum,1770000,2750000,150ml,36
844,Nước Hoa Vùng Kín Foellie Hương Hoa Hồng Trắng,Inner Perfume #Eau De Ciel,895000,1750000,25ml,49
845,Nước Hoa Nam Diamond Homme Dark Blue (Xanh),Eau De Parfum,1505000,2745000,225ml,45
846,Nước Hoa Nữ Gennie Little Rose Dress Bản Giới Hạn,Little Rose Dress For Her,875000,1745000,250ml,50
847,Nước Hoa Vùng Kín Foellie Hoa Đinh Hương Bản Giới Hạn,Inner Perfume #Eau De Tuileries,945000,1750000,25ml,46
848,Nước Hoa Nữ Versace Bright Crystal Absolu EDP,Bright Crystal Absolu Eau de Parfum Natural Spray,8945000,14575000,450ml,39
849,Nước Hoa Nam Diamond Homme Brown (Nâu),Eau De Parfum,1505000,2495000,225ml,40
850,Nước Hoa Nữ Carolina Herrera Good Girl EDP,Good Girl Eau De Parfum Natural Spray,9045000,10050000,150ml,10
851,Xịt Thơm Toàn Thân Malissa Kiss Hương Sweet Poison,Perfume Mist,670000,845000,440ml,21
852,Xịt Thơm Toàn Thân Malissa Kiss Hương Adore You,Perfume Mist,670000,845000,440ml,21
853,Nước Hoa Nam Versace Pour Homme EDT,Pour Homme Eau De Toilette Spray,7215000,8910000,250ml,19
854,Nước Hoa Nữ Laura Anne Allure For Her (Hồng),Eau de Parfum,920000,1495000,250ml,38
855,Nước Hoa Nữ Lancôme La Nuit Tresor EDP,La Nuit Tresor Eau De Parfum,14100000,15500000,375ml,9
856,Nước Hoa Nam Paco Rabanne 1 Million Parfum EDP,1 Million Parfum EDP,15120000,16800000,500ml,10
857,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Passion,Perfume Mist,670000,845000,440ml,21
858,Nước Hoa Nữ Versace Bright Crystal EDT,Bright Crystal Eau de Toilette Spray,5950000,14525000,250ml,59
859,Nước Hoa Vùng Kín Foellie Hương Hoa Nhài Bản Giới Hạn,Inner Perfume #Eau De Venus,820000,1750000,25ml,53
860,Nước Hoa Nữ De Memoria EDP #03 Granada,Eau De Parfum,1770000,2750000,150ml,36
861,Nước Hoa Nữ De Memoria EDP #06 Grasse,Eau De Parfum,1770000,2750000,150ml,36
862,Nước Hoa Nữ Verites After The Rain,After The Rain Inspired By My Burberry,955000,1195000,250ml,20
863,Nước Hoa Nam Versace Eros Flame EDP,Eros Flame Eau de Parfum Spray,11180000,13805000,500ml,19
864,Xịt Thơm Toàn Thân Malissa Kiss Hương Lost In Paradise,Perfume Body Mist,670000,845000,440ml,21
865,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Delight,Perfume Mist,670000,845000,440ml,21
866,Xịt Thơm Toàn Thân Malissa Kiss Hương Fresh Escape,Perfume Mist,420000,845000,440ml,50
867,Nước Hoa Nam Gota Urban Eau de Parfum,Urban Perfume For Men Eau de Parfum,1040000,1480000,250ml,30
868,Xịt Thơm Toàn Thân Malissa Kiss Sweet Vanilla Cotton,Perfume Body Mist,670000,845000,440ml,21
869,Nước Hoa Nữ De Memoria #01 Spello Hương Mê Hoặc,Eau De Parfum,1765000,2750000,150ml,36
870,Nước Hoa Vùng Kín Foellie Hương Gỗ Tươi Mát,Inner Perfume #Eau De Foret,895000,1075000,25ml,17
871,Nước Hoa Nam Nữ Verites Siren,Siren Inspired By Good Girl Velvet Fatale,955000,1195000,250ml,20
872,Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh,,545000,780000,525ml,30
873,Bộ 3 Chai Nước Hoa Nam Nerman 4000/chai,"Hương Thơm Mạnh Mẽ Lôi Cuốn, Lưu Hương Tới 8H",2380000,2495000,50ml,5
874,Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Love Bloom,Fragrance Mist Hair And Body #Love Bloom,490000,495000,250ml,1
875,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Charm,Perfume Mist,670000,845000,440ml,21
876,Nước Hoa Vùng Kín Foellie Hương Hoa Anh Đào,Inner Perfume #Eau De Cherry Blossom,895000,1750000,25ml,49
877,Nước Hoa Nữ Verites Joie De Vivre,Joie De Vivre Inspired by Miss Dior,955000,1195000,250ml,20
878,Nước Hoa Nam Laura Anne Mystic For Him (Đen),Eau de Parfum,920000,1495000,250ml,38
879,Nước Hoa Vùng Kín Nữ Loli And The Wolf Midnight Forest,Hương Hoa Ngọt Ngào Quyến Rũ Lãng Mạn,1240000,1500000,40ml,17
880,Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh,,270000,395000,175ml,32
881,Nước Hoa Nữ Verites Secretly Sexy,Secretly Sexy Inspired By Victoria's Secret Very Sexy,955000,1195000,250ml,20
882,Nước Hoa Nam Verites Savage Trail,Savage Trail Inspired by Dior Sauvage,955000,1195000,250ml,20
883,Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Magic Dream,Fragrance Mist Hair And Body #Magic Dream,490000,495000,250ml,1
884,Xịt Thơm Toàn Thân Bodymiss Hương Stop & Stare,,545000,780000,525ml,30
885,Nước Hoa Vùng Kín Foellie Hương Hoa Ngọc Lan Tây,Inner Perfume #Eau De Bebe,895000,1750000,25ml,49
886,Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love,,270000,395000,175ml,32
887,Xịt Thơm Toàn Thân Bodymiss Hương Hide & Seek,,270000,395000,175ml,32
888,Nước Hoa Nam Nữ De Memoria EDP #09 Lampang,Eau De Parfum,1850000,2750000,150ml,33
889,Nước Hoa Vùng Kín Foellie Hương Dâu Tây Bản XO Giới Hạn,Inner Perfume #Eau De Miel,895000,1750000,25ml,49
890,Xịt Thơm Toàn Thân Bodymiss Hương Hide & Seek,,545000,780000,525ml,30
891,Nước Hoa Nam Laura Anne Allure For Him (Đỏ),Eau de Parfum,745000,1495000,250ml,50
892,Nước Hoa Vùng Kín Foellie Hương Biển Thơm Mát,Inner Perfume #Eau De Vogue,895000,1075000,25ml,17
893,Xịt Thơm Toàn Thân Malissa Kiss Hương Happy Sundae,Perfume Mist,420000,845000,440ml,50
894,"Nước Hoa Nữ Verites Her Summer Nữ Tính, Dịu Dàng",,1155000,1445000,250ml,20
895,Xịt Thơm Toàn Thân Bodymiss Hương Care Free,,270000,395000,175ml,32
896,Nước Hoa Nam Nữ De Memoria EDP #10 Jiufen,Eau De Parfum,1770000,2750000,150ml,36
897,Xịt Thơm Toàn Thân Bodymiss Hương Money Honey,,545000,780000,525ml,30
898,Xịt Thơm Toàn Thân Malissa Kiss Hương Call Me Maybe,Perfume Mist,670000,845000,440ml,21
899,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Tender,Perfume Mist,670000,845000,440ml,21
900,Xịt Thơm Toàn Thân Malissa Kiss Hương Cozy Beach,Perfume Mist,420000,845000,440ml,50
902,Nước Hoa Nam Nữ Verites Santal Lab,Santal Lab Inspired By Le Labo Santal 33,1195000,1195000,250ml,0
903,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Fierce,Perfume Mist,670000,845000,440ml,21
904,Xịt Thơm Toàn Thân Bodymiss Hương Money Honey,,270000,395000,175ml,32
905,Combo 2 Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Love Bloom + Floral Blush,Fragrance Mist Hair And Body #Love Bloom & #Floral Blush,800000,880000,250ml,9
906,[Mini] Nước Hoa Nam Calvin Klein Defy For Men EDT,Defy For Men Eau de Toilette,1900000,1900000,50ml,0
907,Nước Hoa Nữ Gennie Little Rose Dress Bản Giới Hạn,Little Rose Dress For Her,450000,895000,50ml,50
908,Nước Hoa Nữ De Memoria EDP #07 Hoian,Eau De Parfum,1770000,2750000,150ml,36
909,Nước Hoa Vùng Kín Foellie Cherry Đen Bản Giới Hạn,Inner Perfume #Eau De Noir,800000,1750000,25ml,54
910,"Nước Hoa Nữ Verites Beach Bomb Nhẹ Nhàng, Tươi Mát",,1155000,1445000,250ml,20
911,"Nước Hoa Nam Verites De Club Cuốn Hút, Lịch Lãm",,1155000,1445000,250ml,20
912,Combo 2 Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Magic Dream + Love Bloom,Fragrance Mist Hair And Body #Magic Dream & #Love Bloom,920000,990000,250ml,7
913,Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Floral Blush,Fragrance Mist Hair And Body #Floral Blush,490000,495000,250ml,1
914,Nước Hoa Unisex Verites Chasing Cloud Tươi Mới,,1155000,1445000,250ml,20
915,Nước Hoa Nữ Laura Anne Mystic For Her (Xám),Eau de Parfum,935000,1495000,250ml,37
916,Nước Hoa Nam Laura Anne Dynamic For Him (Xanh),Dynamic For Him,1115000,1495000,250ml,25
917,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Desire,Perfume Mist,670000,845000,440ml,21
918,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Sweetie,Perfume Mist,670000,845000,440ml,21
919,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Hottie,Perfume Mist,670000,845000,440ml,21
920,Xịt Thơm Toàn Thân Kiss My Body Sweetie,Perfume Mist,840000,845000,440ml,1
921,Nước Hoa Nữ Armaf Club De Nuit Woman,Club De Nuit Woman EDP,3140000,4450000,525ml,29
922,Xịt Thơm Toàn Thân Kiss My Body Hương Crazy In Love,Perfume Mist,715000,845000,440ml,15
923,Xịt Thơm Toàn Thân Kiss My Body Sweet Vanilla Cotton,Perfume Mist,715000,845000,440ml,15
924,Xịt Thơm Toàn Thân Kiss My Body Hương Delight,Perfume Mist,715000,845000,440ml,15
925,Combo 2 Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Magic Dream + Floral Blush,Fragrance Mist Hair And Body #Magic Dream & #Floral Blush,920000,990000,250ml,7
926,Nước Hoa Nữ Narciso Rodriguez Musc Noir For Her EDP,Eau De Parfum,8730000,9700000,150ml,10
927,Nước Hoa Nữ Chloé Love Story EDP,Eau De Parfum,8425000,11800000,150ml,29
928,Nước Hoa Nữ Narciso Rodriguez For Her EDP,Eau De Parfum,8730000,9700000,150ml,10
929,Nước Hoa Nữ Narciso Rodriguez Ambrée EDP,Eau De Parfum,8370000,9850000,150ml,15
930,Nước Hoa Nữ Narciso Rodriguez Pure Musc For Her EDP,Eau De Parfum,8730000,9700000,150ml,10
931,Nước Hoa Nữ Narciso Rodriguez For Her EDP,Eau De Parfum,13050000,14500000,250ml,10
932,Nước Hoa Nữ Narciso Rodriguez For Her EDP,Eau De Parfum,17235000,19150000,500ml,10
933,Nước Hoa Nữ Narciso Rodriguez For Her EDT,Eau De Toilette,12375000,17350000,500ml,29
934,Nước Hoa Nữ Marc Jacobs Daisy Ever So Fresh EDP,Eau De Parfum,9000000,11100000,150ml,19
935,Nước Hoa Nữ Narciso Rodriguez For Her EDT,Eau De Toilette,8450000,13050000,250ml,35
936,Nước Hoa Nữ Narciso Rodriguez Pure Musc For Her EDP,Eau De Parfum,18185000,19150000,500ml,5
937,Nước Hoa Nam Tommy Impact Intense EDP,Impact Intense Eau De Perfume,11250000,11250000,250ml,0
938,Nước Hoa Nam De Memoria EDP #12 Bagan,Eau De Parfum,1850000,2750000,150ml,33
939,Nước Hoa Nữ Carolina Herrera Very Good Girl Glam EDP,Very Good Girl Glam Eau De Parfum,19665000,21850000,400ml,10
940,Nước Hoa Nữ Marc Jacobs Daisy Love EDT,Eau De Toilette,5800000,9700000,150ml,40
941,Nước Hoa Nữ Tommy Now Girl EDT,Now Girl Eau De Toilette,6800000,6800000,150ml,0
942,Nước Hoa Nam Tommy Now EDT,Now Eau De Toilette,6800000,6800000,150ml,0
943,Nước Hoa Nữ Carolina Herrera Very Good Girl EDP,Very Good Girl Eau De Parfum,9900000,11000000,150ml,10
944,Nước Hoa Nam TOMMY Cologne EDT,Cologne Spray,4495000,6800000,150ml,34
945,Nước Hoa Nữ Marc Jacobs Daisy Dream EDT,Eau De Toilette,4945000,5750000,150ml,14
946,Nước Hoa Nữ Issey Miyake L'Eau D'Issey EDT,Eau De Toilette,10170000,11300000,250ml,10
947,Nước Hoa Nam Issey Miyake L'Eau D'Issey Eau & Cèdre,Pour Homme Eau De Toilette Intense,12915000,14350000,500ml,10
948,Nước Hoa Nữ Issey Miyake A Drop D'Issey EDP,Eau De Parfum,14625000,16250000,450ml,10
949,Nước Hoa Nam Tommy Impact EDT,Impact Intense Eau De Toilette,10650000,10650000,250ml,0
950,Nước Hoa Nam Calvin Klein Defy For Men EDT,Eau De Toilette,3395000,6450000,150ml,47
951,Nước Hoa Nữ Laura Anne Dynamic For Her (Xanh),Eau de Parfum,990000,1495000,250ml,34
952,Nước Hoa Nữ Issey Miyake A Drop D'Issey EDP Fraiche,Eau De Parfum Fraiche,7605000,8450000,150ml,10
953,Nước Hoa Nam Nữ Calvin Klein One EDT,Eau De Toilette,4065000,7350000,250ml,45
954,Nước Hoa Nữ Tommy Girl Cologne EDT,Tommy Girl Cologne Eau de Toilette Spray,4195000,6800000,150ml,38
955,Nước Hoa Nữ Marc Jacobs Daisy Love Eau So Sweet EDT,Eau De Toilette,8750000,9700000,150ml,10
956,"Nước Hoa Nữ Verites Starstruck Ngọt Ngào, Quyến Rũ",,1155000,1445000,250ml,20
957,"Nước Hoa Nữ Verites Midnight Bloom Quyến Rũ, Thanh Lịch",,1155000,1445000,250ml,20
958,[HSD 02/2025] Nước Hoa Nam De Memoria EDP #12 Bagan,Eau De Parfum,1665000,1665000,150ml,0
959,Nước Hoa Nam Nữ De Memoria EDP #11 Tai O,Eau De Parfum,1770000,2750000,150ml,36
960,Nước Hoa Nam Versace Eros Flame EDP,Eros Flame Eau de Parfum Spray,6580000,10945000,250ml,40
961,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Money Honey,,220000,395000,175ml,44
962,Nước Hoa Nam Moschino Toy Boy EDP,,11275000,11275000,500ml,0
963,Nước Hoa Nam Versace Pour Homme Dylan Blue EDT,Pour Homme Dylan Blue Eau De Toilette,9075000,12100000,500ml,25
964,Nước Hoa Nữ Jean Paul Gaultier Scandal EDP,Scandal Eau De Parfum Spray,9450000,10500000,150ml,10
965,Nước Hoa Nữ Chloé Nomade EDP,Eau De Parfum,9250000,11250000,150ml,18
966,Nước Hoa Nữ Burberry Her Blossom EDT,Her Blossom Eau de Toilette,13515000,20150000,500ml,33
967,[HSD 02/2025] Nước Hoa Nữ De Memoria EDP #07 Hoian,Eau De Parfum,1595000,1595000,150ml,0
968,Nước Hoa Nữ Marc Jacobs Perfect EDP,Perfect Eau De Parfum,12945000,20550000,500ml,37
969,Nước Hoa Nữ Chloé L'Eau Eau De Toilette,L'Eau Eau De Toilette,14175000,20650000,500ml,31
970,Nước Hoa Nữ Chloé Nomade EDP,Eau De Parfum,14660000,21450000,375ml,32
971,Nước Hoa Nam Lacoste Match Point EDT,Match Point Eau de Toilette,8940000,14850000,500ml,40
972,Nước Hoa Nữ Signorina Misteriosa,Signorina Misteriosa Eau de Parfum,9100000,11650000,500ml,22
973,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love,,220000,395000,175ml,44
974,[HSD 03/2025] Nước Hoa Nữ Chloé L'Eau Eau De Toilette,L'Eau Eau De Toilette,11340000,20650000,500ml,45
975,Nước Hoa Nam Versace Man Eau Fraiche EDT,Eau Fraiche Eau De Toilette,9310000,11495000,500ml,19
976,Nước Hoa Nữ Moschino Toy 2 EDP,Toy 2 Eau De Parfum,7700000,12210000,500ml,37
977,Nước Hoa Nữ Burberry Her EDP,Her Eau De Parfum,14835000,24950000,500ml,41
978,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Care Free,,220000,395000,175ml,44
979,Nước Hoa Nữ Versace Yellow Diamond EDT,Yellow Diamond Eau De Toilette Natural Spray,9945000,13530000,450ml,26
980,Nước Hoa Nam Versace Pour Homme Eau De Toilette,Pour Homme Eau De Toilette,7720000,11880000,500ml,35
981,[HSD 02/2025] Nước Hoa Nữ Laura Anne Dynamic For Her (Xanh),Eau de Parfum,945000,1495000,250ml,37
982,[HSD 07/2024] Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love,,220000,395000,175ml,44
983,[HSD 02/2025] Nước Hoa Nam Nữ De Memoria EDP #09 Lampang,Eau De Parfum,1665000,1665000,150ml,0
984,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh,,220000,395000,175ml,44
985,Nước Hoa Nữ Marc Jacobs Daisy Intense EDP,Daisy Intense Eau De Parfum,6320000,11450000,150ml,45
986,Nước Hoa Nam Calvin Klein Euphoria For Men EDT,Euphoria For Men Eau de Toilette,8385000,13900000,500ml,40
987,[HSD 01/2025] Nước Hoa Nữ Marc Jacobs Daisy Intense EDP,Daisy Intense Eau De Parfum,1015000,1450000,20ml,30
988,[Mini] Nước Hoa Nữ Burberry Her Blossom EDT 1.,,340000,345000,25ml,1
989,Nước Hoa Nữ Lancôme La Vie Est Belle Bản Giới Hạn OUI,La Vie Est Belle Oui L'eau De Parfum D'exception,11195000,13500000,250ml,17
990,Nước Hoa Nữ Chloé Eau De Parfum,,14215000,21450000,375ml,34
991,[HSD 02/2025] Nước Hoa Nữ Laura Anne Mystic For Her (Xám),Eau de Parfum,780000,780000,250ml,0
992,Nước Hoa Nam Mr.Burberry Indigo EDT,Indigo For Men EDT Spray,7545000,10900000,250ml,31
993,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Stop & Stare,,220000,395000,175ml,44
994,[HSD 07/2024] Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh,,220000,395000,175ml,44
995,Nước Hoa Nam Calvin Klein Free Eau De Toilette,Free EDT Spray,4915000,9400000,250ml,48
996,Nước Hoa Nam Versace Eros EDP,Eros Eau De Parfum Natural Spray,9650000,13805000,500ml,30
997,Nước Hoa Nữ Versace Bright Crystal EDT,Bright Crystal Eau De Toilette,7440000,13800000,450ml,46
998,Nước Hoa Nam Gota Bouncy Eau de Parfum,Bouncy Perfume For Men Eau de Parfum,740000,1480000,250ml,50
999,Nước Hoa Nữ Salvatore Ferragamo Signorina Ribelle EDP,,9000000,16115000,500ml,44
1000,Xịt Thơm Toàn Thân Kiss My Body Adore You,Perfume Mist,840000,845000,440ml,1
1001,[HSD 07/2024] Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Magic Dream,Fragrance Mist Hair And Body #Magic Dream,225000,495000,250ml,55
1002,Xịt Nước Hoa Hằng Ngày X-Men Hương Tươi Mát,Everyday Perfume Mann Up Air,495000,525000,250ml,6
1003,Nước Hoa Nữ Narciso Rodriguez Pure Musc For Her EDP,Eau De Parfum,13050000,14500000,250ml,10
1004,Nước Hoa Nữ Versace Pour Femme Dylan Blue EDP,Pour Femme Dylan Blue Eau De Parfum Spray,10760000,16555000,500ml,35
1005,[HSD 07/2024] Nước Hoa Nữ Trussardi Sound Of Donna EDP,Sound Of Donna Eau De Parfum Spray,3630000,12100000,500ml,70
1006,Nước Hoa Vùng Kín Nam Loli & The Wolf Dark Monster,Hương Gỗ Tuyết Tùng Nam Tính Cuốn Hút,1240000,1500000,50ml,17
1007,Xịt Thơm Toàn Thân Kiss My Body Sweet Poison,Perfume Mist,840000,845000,440ml,1
1008,Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love,,530000,780000,525ml,32
1009,[HSD 12/2024] Xịt Thơm Toàn Thân Malissa Kiss Hương Happy Sundae,Perfume Mist,385000,845000,440ml,54
1010,[HSD 11/2024] Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Floral Blush,Fragrance Mist Hair And Body #Floral Blush,220000,495000,250ml,56
1011,[HSD 01/2025] Xịt Thơm Toàn Thân Malissa Kiss Hương Cozy Beach,Perfume Mist,385000,845000,440ml,54
1012,[HSD 10/2024] Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Love Bloom,Fragrance Mist Hair And Body #Love Bloom,395000,495000,250ml,20
1013,Nước Hoa Nữ Marc Jacobs Daisy EDT,Daisy Eau De Toilette,11245000,17850000,500ml,37
1014,Xịt Thơm Toàn Thân Kiss My Body Hottie,Perfume Mist,840000,845000,440ml,1
